Humidity3pm,Humidity9am,Location,MaxTemp,MinTemp,Month,Pressure3pm,Pressure9am,Rainfall,Temp3pm,Temp9am,WindDir3pm,WindDir9am,WindGustDir,WindGustSpeed,WindSpeed3pm,WindSpeed9am,RainToday,RainTomorrow,TempRange,HumidityDiff,PressureDiff,Season,SeasonName
11.0,16.999999999999993,10.0,31.7,14.2,9,1020.8,1024.1,0.0,30.4,24.5,13.0,6.0,14.0,41.0,24.0,13.0,0.0,0,17.5,-5.999999999999993,-3.2999999999999545,4,Spring
20.0,38.0,10.0,28.2,13.1,9,1021.1,1025.0,0.0,27.8,19.1,8.0,2.0,2.0,30.0,13.0,17.0,0.0,0,15.1,-18.0,-3.8999999999999773,4,Spring
9.0,32.0,10.0,32.0,14.0,9,1012.6,1018.5,0.0,31.2,20.9,6.0,4.0,6.0,46.0,22.0,22.0,0.0,0,18.0,-23.0,-5.899999999999977,4,Spring
30.0,39.0,10.0,25.0,17.1,9,1009.0,1010.7,0.0,24.3,20.0,13.0,8.0,15.0,41.0,26.0,19.0,0.0,0,7.899999999999999,-9.0,-1.7000000000000455,4,Spring
20.0,42.0,10.0,23.0,6.7,9,1013.0,1015.7,0.0,22.6,15.1,13.0,12.0,15.0,31.0,15.0,7.0,0.0,0,16.3,-22.0,-2.7000000000000455,4,Spring
21.000000000000004,32.0,10.0,24.1,8.8,9,1013.8,1017.4,0.0,22.6,17.8,14.0,4.0,14.0,30.0,11.0,11.0,0.0,0,15.3,-10.999999999999996,-3.6000000000000227,4,Spring
21.000000000000004,39.0,10.0,28.4,10.6,9,1008.0,1013.9,0.6000000000000001,27.1,19.0,3.0,1.0000000000000009,4.0,43.0,22.0,22.0,0.0,0,17.799999999999997,-17.999999999999996,-5.899999999999977,4,Spring
25.000000000000004,53.0,10.0,23.5,8.6,9,1012.9,1015.0,0.0,22.8,16.1,15.0,12.0,13.0,35.0,19.0,13.0,0.0,0,14.9,-27.999999999999996,-2.1000000000000227,4,Spring
77.0,36.0,10.0,23.2,10.8,9,1014.8,1017.3,0.0,17.2,20.3,0.0,1.0000000000000009,4.0,39.0,9.0,19.0,0.0,1,12.399999999999999,41.0,-2.5,4,Spring
93.0,92.0,10.0,18.5,13.0,9,1002.2,1009.2,7.6,15.7,13.4,5.0,1.0000000000000009,12.0,52.0,19.0,20.0,1.0,1,5.5,1.0,-7.0,4,Spring
66.0,75.0,10.0,19.3,10.9,9,1005.1,1005.8,10.8,16.8,14.2,15.0,13.0,13.0,39.0,15.0,24.0,1.0,0,8.4,-9.0,-0.6999999999999318,4,Spring
16.0,44.0,10.0,25.9,8.3,9,1003.3,1007.1,0.20000000000000018,25.3,19.3,14.0,6.0,14.0,56.0,31.0,17.0,0.0,0,17.599999999999998,-28.0,-3.800000000000068,4,Spring
30.0,55.0,10.0,19.2,6.9,9,1009.5,1013.1,0.0,18.4,12.4,13.0,11.0,15.0,33.0,19.0,13.0,0.0,0,12.299999999999999,-25.0,-3.6000000000000227,4,Spring
28.0,47.0,10.0,19.7,8.0,9,1013.6,1014.7,0.0,18.9,14.2,13.0,12.0,15.0,43.0,22.0,24.0,0.0,0,11.7,-19.0,-1.1000000000000227,4,Spring
25.000000000000004,36.0,10.0,22.1,7.6,9,1013.4,1017.7,0.0,21.4,17.0,11.0,0.0,12.0,50.0,11.0,9.0,0.0,0,14.500000000000002,-10.999999999999996,-4.300000000000068,4,Spring
12.0,34.0,10.0,28.4,10.3,9,1011.3,1015.3,0.0,27.9,18.6,7.0,5.0,6.0,39.0,22.0,22.0,0.0,0,18.099999999999998,-22.0,-4.0,4,Spring
4.0,10.0,10.0,32.2,17.7,9,1006.7,1010.8,0.0,30.7,25.7,3.0,6.0,7.0,48.0,26.0,22.0,0.0,0,14.500000000000004,-6.0,-4.099999999999909,4,Spring
17.0,25.0,10.0,30.0,17.5,9,1007.1,1008.3,0.0,28.6,22.6,12.0,11.0,15.0,33.0,19.0,17.0,0.0,0,12.5,-8.0,-1.1999999999999318,4,Spring
10.0,20.0,10.0,32.5,16.7,9,1007.2,1010.1,0.0,32.0,25.4,15.0,6.0,15.0,37.0,20.0,19.0,0.0,0,15.8,-10.0,-2.8999999999999773,4,Spring
13.0,30.0,10.0,23.5,18.9,9,1015.0,1014.2,0.0,21.8,20.3,12.0,12.0,13.0,59.0,24.0,31.0,0.0,0,4.600000000000001,-17.0,0.7999999999999545,4,Spring
9.0,25.0,10.0,27.1,7.8,9,1013.7,1020.1,0.0,25.5,17.5,4.0,0.0,0.0,31.0,17.0,20.0,0.0,0,19.3,-16.0,-6.399999999999977,4,Spring
10.0,24.0,10.0,25.7,12.1,9,1014.3,1017.2,0.0,24.8,19.4,12.0,11.0,12.0,35.0,17.0,19.0,0.0,0,13.6,-14.0,-2.900000000000091,4,Spring
19.0,32.0,10.0,26.8,9.4,9,1014.8,1018.7,0.0,25.3,19.6,12.0,0.0,0.0,26.0,11.0,15.0,0.0,0,17.4,-13.0,-3.900000000000091,4,Spring
8.000000000000007,20.0,10.0,32.7,13.1,9,1010.4,1016.2,0.0,31.1,23.3,3.0,3.0,5.0,43.0,17.0,24.0,0.0,0,19.6,-11.999999999999993,-5.800000000000068,4,Spring
59.0,37.0,10.0,22.4,18.4,10,1011.5,1010.7,0.0,18.3,22.3,12.0,12.0,15.0,57.0,26.0,31.0,0.0,1,4.0,22.0,0.7999999999999545,4,Spring
16.0,26.0,10.0,25.1,8.0,10,1012.1,1017.6,1.6,24.1,17.6,14.0,3.0,11.0,57.0,22.0,9.0,1.0,0,17.1,-10.0,-5.5,4,Spring
22.0,43.0,10.0,19.1,9.7,10,1019.1,1020.2,0.0,18.5,12.2,11.0,12.0,12.0,63.0,24.0,28.0,0.0,0,9.400000000000002,-21.0,-1.1000000000000227,4,Spring
17.0,32.0,10.0,23.3,5.5,10,1018.7,1024.0,0.0,22.2,15.9,0.0,2.0,0.0,22.0,9.0,13.0,0.0,0,17.8,-15.0,-5.2999999999999545,4,Spring
8.000000000000007,17.999999999999993,10.0,28.7,9.9,10,1013.0,1018.7,0.0,28.0,20.7,6.0,3.0,7.0,31.0,13.0,15.0,0.0,0,18.799999999999997,-9.999999999999986,-5.7000000000000455,4,Spring
4.0,12.0,10.0,33.7,14.1,10,1008.3,1012.3,0.0,32.1,23.7,13.0,3.0,13.0,46.0,26.0,13.0,0.0,0,19.6,-8.0,-4.0,4,Spring
19.0,45.0,10.0,25.9,11.2,10,1011.1,1013.6,0.0,24.0,16.4,12.0,10.0,15.0,37.0,19.0,13.0,0.0,0,14.7,-26.0,-2.5,4,Spring
19.0,32.0,10.0,25.9,10.1,10,1016.3,1017.3,0.0,24.5,18.5,8.0,9.0,12.0,48.0,20.0,9.0,0.0,0,15.799999999999999,-13.0,-1.0,4,Spring
9.0,29.0,10.0,32.0,12.2,10,1015.7,1020.3,0.0,29.9,20.1,5.0,4.0,3.0,37.0,20.0,19.0,0.0,0,19.8,-20.0,-4.599999999999909,4,Spring
1.0,9.0,10.0,38.2,17.1,10,1006.6,1011.9,0.0,37.4,24.3,7.0,5.0,11.0,63.0,31.0,19.0,0.0,0,21.1,-8.0,-5.2999999999999545,4,Spring
20.0,49.0,10.0,24.6,13.4,10,1015.7,1017.3,0.0,22.9,14.8,8.0,10.0,11.0,50.0,15.0,20.0,0.0,0,11.200000000000001,-29.0,-1.599999999999909,4,Spring
7.0,25.0,10.0,32.1,10.8,10,1008.9,1015.3,0.0,29.7,19.3,2.0,0.0,0.0,26.0,7.000000000000002,17.0,0.0,0,21.3,-18.0,-6.399999999999977,4,Spring
7.0,11.0,10.0,34.2,18.0,10,1001.7,1006.4,0.0,28.8,24.6,15.0,14.0,15.0,63.0,41.0,13.0,0.0,0,16.200000000000003,-4.0,-4.699999999999932,4,Spring
22.0,46.0,10.0,19.3,8.4,10,1019.8,1021.4,0.0,18.2,10.8,12.0,11.0,11.0,54.0,22.0,26.0,0.0,0,10.9,-24.0,-1.6000000000000227,4,Spring
14.0,27.0,10.0,24.2,6.8,10,1021.3,1024.9,0.0,22.6,15.6,4.0,2.0,9.0,22.0,11.0,11.0,0.0,0,17.4,-13.0,-3.6000000000001364,4,Spring
4.0,13.0,10.0,30.5,10.5,10,1013.1,1019.0,0.0,29.2,20.6,6.0,3.0,7.0,56.0,22.0,19.0,0.0,0,20.0,-9.0,-5.899999999999977,4,Spring
33.0,8.0,10.0,25.2,14.0,10,1013.8,1010.6,0.0,22.5,22.2,8.0,15.0,12.0,43.0,11.0,22.0,0.0,0,11.2,25.0,3.199999999999932,4,Spring
6.0,22.0,10.0,24.5,9.9,10,1022.1,1024.8,0.0,23.2,14.4,9.0,9.0,2.0,43.0,9.0,26.0,0.0,0,14.6,-16.0,-2.699999999999932,4,Spring
17.0,43.0,10.0,30.1,11.9,10,1018.9,1023.7,0.0,28.6,19.5,1.0,4.0,4.0,41.0,20.0,28.0,0.0,0,18.200000000000003,-26.0,-4.800000000000068,4,Spring
10.0,29.0,10.0,35.3,17.9,10,1013.8,1018.5,0.0,34.0,24.0,7.0,5.0,3.0,39.0,13.0,24.0,0.0,0,17.4,-19.0,-4.7000000000000455,4,Spring
13.0,23.0,10.0,39.1,22.6,10,1009.9,1014.5,0.0,38.1,27.9,1.0,5.0,7.0,59.0,9.0,24.0,0.0,1,16.5,-10.0,-4.600000000000023,4,Spring
14.0,29.0,10.0,38.1,21.8,10,1006.7,1011.0,5.0,37.1,29.0,6.0,3.0,7.0,69.0,26.0,19.0,1.0,1,16.3,-15.0,-4.2999999999999545,4,Spring
31.0,54.0,10.0,26.4,15.8,10,1012.0,1013.0,1.4,25.0,17.6,15.0,12.0,12.0,48.0,20.0,19.0,1.0,0,10.599999999999998,-23.0,-1.0,4,Spring
13.0,44.0,10.0,21.3,11.1,10,1019.9,1021.0,0.0,20.1,14.0,12.0,8.0,11.0,46.0,22.0,28.0,0.0,0,10.200000000000001,-31.0,-1.1000000000000227,4,Spring
13.0,23.0,10.0,23.2,6.9,10,1022.0,1025.3,0.0,21.4,15.2,12.0,2.0,12.0,33.0,19.0,19.0,0.0,0,16.299999999999997,-10.0,-3.2999999999999545,4,Spring
11.0,32.0,10.0,24.9,9.8,10,1022.2,1024.9,0.0,24.7,16.1,11.0,9.0,8.0,54.0,15.0,9.0,0.0,0,15.099999999999998,-21.0,-2.7000000000000455,4,Spring
7.0,21.0,10.0,27.7,11.3,10,1019.0,1023.1,0.0,26.3,19.4,11.0,2.0,2.0,24.0,13.0,13.0,0.0,0,16.4,-14.0,-4.100000000000023,4,Spring
4.0,10.0,10.0,34.7,17.8,10,1010.1,1015.9,0.0,32.7,22.9,6.0,4.0,7.0,57.0,26.0,22.0,0.0,0,16.900000000000002,-6.0,-5.7999999999999545,4,Spring
32.0,53.0,10.0,24.0,15.6,10,1012.8,1012.5,0.0,22.4,18.2,12.0,15.0,15.0,50.0,30.0,28.0,0.0,0,8.4,-21.0,0.2999999999999545,4,Spring
21.000000000000004,45.0,10.0,27.1,9.7,10,1015.8,1018.2,0.0,25.5,15.7,11.0,8.0,11.0,33.0,20.0,13.0,0.0,0,17.400000000000002,-23.999999999999996,-2.400000000000091,4,Spring
12.0,24.0,10.0,29.3,14.8,10,1017.4,1020.1,0.0,28.1,20.6,9.0,8.0,9.0,33.0,13.0,11.0,0.0,0,14.5,-12.0,-2.7000000000000455,4,Spring
7.0,12.0,10.0,32.1,12.8,11,1016.8,1020.0,0.0,30.8,23.3,11.0,1.0000000000000009,12.0,26.0,9.0,15.0,0.0,0,19.3,-5.0,-3.2000000000000455,4,Spring
3.0,13.0,10.0,34.5,15.8,11,1014.8,1018.5,0.0,34.3,24.5,14.0,0.0,15.0,37.0,9.0,7.0,0.0,0,18.7,-10.0,-3.7000000000000455,4,Spring
12.0,14.0,10.0,31.5,20.0,11,1015.5,1015.9,0.0,30.7,27.4,12.0,11.0,15.0,52.0,26.0,13.0,0.0,0,11.5,-2.0,-0.39999999999997726,4,Spring
10.0,33.0,10.0,24.6,11.9,11,1020.7,1023.6,0.0,22.4,14.0,8.0,10.0,8.0,43.0,15.0,22.0,0.0,0,12.700000000000001,-23.0,-2.8999999999999773,4,Spring
17.0,33.0,10.0,28.5,11.8,11,1018.7,1023.0,0.0,27.2,17.2,2.0,0.0,4.0,43.0,17.0,26.0,0.0,0,16.7,-16.0,-4.2999999999999545,4,Spring
18.0,34.0,10.0,33.0,16.1,11,1013.6,1018.2,0.0,31.9,21.2,1.0,4.0,4.0,44.0,20.0,30.0,0.0,0,16.9,-16.0,-4.600000000000023,4,Spring
9.0,28.0,10.0,37.6,21.0,11,1009.0,1013.2,0.0,36.3,28.1,6.0,5.0,3.0,43.0,15.0,28.0,0.0,0,16.6,-19.0,-4.2000000000000455,4,Spring
35.0,16.999999999999993,10.0,38.6,24.9,11,1005.7,1008.4,0.0,29.9,30.9,14.0,3.0,6.0,81.0,20.0,22.0,0.0,0,13.700000000000003,18.000000000000007,-2.699999999999932,4,Spring
23.0,52.0,10.0,24.8,12.6,11,1012.3,1014.2,1.0,22.0,14.6,11.0,11.0,11.0,50.0,20.0,19.0,0.0,0,12.200000000000001,-29.0,-1.900000000000091,4,Spring
13.0,33.0,10.0,23.5,10.7,11,1013.3,1016.3,0.0,22.9,16.3,15.0,8.0,8.0,59.0,20.0,15.0,0.0,0,12.8,-20.0,-3.0,4,Spring
19.0,56.0,10.0,25.4,9.9,11,1010.8,1014.3,0.0,24.1,17.6,12.0,9.0,11.0,39.0,20.0,9.0,0.0,0,15.499999999999998,-37.0,-3.5,4,Spring
21.000000000000004,63.0,10.0,25.2,10.0,11,1012.4,1014.2,0.0,23.4,15.2,12.0,12.0,15.0,44.0,17.0,13.0,0.0,0,15.2,-42.0,-1.8000000000000682,4,Spring
17.0,29.0,10.0,26.9,9.9,11,1013.5,1016.4,0.0,25.3,19.8,12.0,15.0,15.0,41.0,19.0,9.0,0.0,0,17.0,-12.0,-2.8999999999999773,4,Spring
9.0,26.0,10.0,27.0,12.4,11,1013.9,1017.3,0.0,25.2,19.7,12.0,10.0,11.0,43.0,15.0,11.0,0.0,0,14.6,-17.0,-3.3999999999999773,4,Spring
9.0,26.0,10.0,28.4,13.1,11,1012.6,1015.7,0.0,27.5,21.0,13.0,2.0,11.0,35.0,19.0,13.0,0.0,0,15.299999999999999,-17.0,-3.1000000000000227,4,Spring
13.0,26.0,10.0,27.8,14.3,11,1010.1,1013.3,0.0,26.3,21.4,15.0,8.0,15.0,35.0,20.0,9.0,0.0,0,13.5,-13.0,-3.199999999999932,4,Spring
15.0,46.0,10.0,28.4,14.2,11,1010.2,1013.0,0.0,28.0,19.9,8.0,0.0,10.0,43.0,13.0,17.0,0.0,0,14.2,-31.0,-2.7999999999999545,4,Spring
11.0,38.0,10.0,28.7,14.8,11,1009.9,1014.0,0.0,28.0,21.0,2.0,1.0000000000000009,8.0,35.0,20.0,13.0,0.0,0,13.899999999999999,-27.0,-4.100000000000023,4,Spring
12.0,37.0,10.0,32.2,14.9,11,1007.9,1011.8,0.0,31.0,22.1,10.0,1.0000000000000009,0.0,37.0,13.0,13.0,0.0,0,17.300000000000004,-25.0,-3.8999999999999773,4,Spring
6.0,16.999999999999993,10.0,36.5,17.9,11,1005.7,1009.2,0.0,34.9,27.4,14.0,4.0,3.0,46.0,22.0,17.0,0.0,0,18.6,-10.999999999999993,-3.5,4,Spring
7.0,16.000000000000007,10.0,37.7,21.7,11,1003.1,1006.7,0.0,36.1,29.1,15.0,2.0,12.0,52.0,22.0,11.0,0.0,0,16.000000000000004,-9.000000000000007,-3.6000000000000227,4,Spring
29.000000000000004,30.0,10.0,29.9,20.7,11,1007.0,1008.8,0.0,26.7,22.6,13.0,11.0,15.0,35.0,17.0,11.0,0.0,0,9.2,-0.9999999999999964,-1.7999999999999545,4,Spring
16.0,31.0,10.0,27.6,13.4,11,1004.9,1007.9,0.20000000000000018,25.8,19.0,12.0,11.0,12.0,46.0,20.0,15.0,0.0,0,14.200000000000001,-15.0,-3.0,4,Spring
20.0,42.0,10.0,27.1,13.5,11,1006.9,1009.7,0.0,26.0,18.8,11.0,8.0,12.0,44.0,20.0,13.0,0.0,0,13.600000000000001,-22.0,-2.800000000000068,4,Spring
16.0,35.0,10.0,28.5,13.6,11,1006.4,1009.2,0.0,27.3,20.6,12.0,11.0,11.0,44.0,15.0,13.0,0.0,0,14.9,-19.0,-2.800000000000068,4,Spring
10.0,38.0,10.0,31.3,16.8,11,1010.6,1013.1,0.0,30.7,21.4,9.0,0.0,2.0,37.0,15.0,20.0,0.0,0,14.5,-28.0,-2.5,4,Spring
6.0,23.0,10.0,34.5,16.7,11,1011.2,1014.8,0.0,33.3,24.0,9.0,4.0,4.0,33.0,15.0,22.0,0.0,0,17.8,-17.0,-3.599999999999909,4,Spring
10.0,16.999999999999993,10.0,39.3,21.6,11,1004.0,1009.6,0.0,37.5,29.4,6.0,5.0,11.0,56.0,17.0,26.0,0.0,0,17.699999999999996,-6.999999999999993,-5.600000000000023,4,Spring
68.0,40.0,10.0,24.7,21.8,11,1010.3,1008.0,0.0,17.0,22.2,11.0,8.0,8.0,48.0,19.0,15.0,0.0,0,2.8999999999999986,28.0,2.2999999999999545,4,Spring
9.0,34.0,10.0,30.2,13.0,11,1013.7,1016.1,0.0,28.0,18.4,8.0,10.0,10.0,30.0,13.0,13.0,0.0,0,17.2,-25.0,-2.3999999999999773,4,Spring
19.0,43.0,10.0,32.1,17.9,12,1017.0,1019.6,0.0,30.6,22.4,1.0,1.0000000000000009,4.0,44.0,17.0,31.0,0.0,0,14.200000000000003,-24.0,-2.6000000000000227,1,Summer
11.0,24.0,10.0,34.6,19.7,12,1014.5,1018.7,0.0,33.2,25.3,4.0,4.0,9.0,39.0,22.0,22.0,0.0,0,14.900000000000002,-13.0,-4.2000000000000455,1,Summer
10.0,16.999999999999993,10.0,37.7,20.8,12,1009.2,1014.0,0.0,35.5,28.9,4.0,5.0,4.0,33.0,13.0,17.0,0.0,0,16.900000000000002,-6.999999999999993,-4.7999999999999545,1,Summer
36.0,14.0,10.0,38.0,23.2,12,999.7,1005.9,0.0,30.8,29.1,10.0,6.0,15.0,67.0,6.0,11.0,0.0,1,14.8,22.0,-6.199999999999932,1,Summer
34.0,53.0,10.0,20.0,13.9,12,1007.5,1005.6,8.2,17.1,15.1,12.0,13.0,15.0,67.0,35.0,33.0,1.0,0,6.1,-19.0,1.8999999999999773,1,Summer
15.0,35.0,10.0,23.6,8.1,12,1016.3,1017.4,0.0,21.9,14.4,11.0,8.0,15.0,48.0,19.0,17.0,0.0,0,15.500000000000002,-20.0,-1.1000000000000227,1,Summer
14.0,23.0,10.0,29.8,11.7,12,1017.1,1020.9,0.0,27.4,19.9,0.0,2.0,2.0,24.0,11.0,13.0,0.0,0,18.1,-9.0,-3.7999999999999545,1,Summer
4.0,12.0,10.0,36.6,17.4,12,1010.9,1015.8,0.0,34.3,26.6,3.0,1.0000000000000009,12.0,41.0,20.0,22.0,0.0,0,19.200000000000003,-8.0,-4.899999999999977,1,Summer
6.0,11.0,10.0,40.0,23.8,12,1001.1,1006.5,0.0,37.3,32.3,7.0,3.0,7.0,61.0,20.0,22.0,0.0,0,16.2,-5.0,-5.399999999999977,1,Summer
16.0,47.0,10.0,28.7,17.8,12,1008.2,1010.0,0.0,27.1,20.0,15.0,8.0,8.0,41.0,20.0,20.0,0.0,0,10.899999999999999,-31.0,-1.7999999999999545,1,Summer
16.0,28.0,10.0,28.2,14.1,12,1009.1,1011.7,0.0,27.0,21.5,15.0,9.0,13.0,37.0,22.0,11.0,0.0,0,14.1,-12.0,-2.6000000000000227,1,Summer
14.0,27.0,10.0,30.8,15.8,12,1009.3,1012.2,0.0,29.2,22.7,11.0,10.0,12.0,39.0,17.0,15.0,0.0,0,15.0,-13.0,-2.900000000000091,1,Summer
10.0,15.000000000000007,10.0,33.1,16.5,12,1010.5,1013.2,0.0,31.4,25.9,8.0,10.0,13.0,46.0,11.0,11.0,0.0,0,16.6,-5.000000000000007,-2.7000000000000455,1,Summer
16.0,29.0,10.0,33.4,18.9,12,1012.5,1015.2,0.0,33.2,25.8,12.0,10.0,12.0,39.0,20.0,17.0,0.0,0,14.5,-13.0,-2.7000000000000455,1,Summer
4.0,14.0,10.0,33.7,17.0,12,1013.3,1016.3,0.0,32.5,25.2,11.0,2.0,11.0,33.0,20.0,17.0,0.0,0,16.700000000000003,-10.0,-3.0,1,Summer
12.0,33.0,10.0,35.8,19.9,12,1012.7,1015.4,0.0,34.9,26.4,10.0,0.0,12.0,35.0,11.0,17.0,0.0,0,15.899999999999999,-21.0,-2.699999999999932,1,Summer
15.0,34.0,10.0,36.6,22.0,12,1014.2,1016.9,0.0,34.6,26.3,8.0,5.0,9.0,46.0,17.0,19.0,0.0,0,14.600000000000001,-19.0,-2.699999999999932,1,Summer
11.0,23.0,10.0,38.3,23.7,12,1015.8,1018.4,0.0,36.8,29.8,0.0,5.0,4.0,39.0,9.0,19.0,0.0,0,14.599999999999998,-12.0,-2.6000000000000227,1,Summer
10.0,17.999999999999993,10.0,39.1,24.7,12,1015.5,1018.2,0.0,36.6,30.4,1.0,3.0,1.0,37.0,20.0,19.0,0.0,0,14.400000000000002,-7.999999999999993,-2.7000000000000455,1,Summer
4.0,13.0,10.0,39.8,23.6,12,1012.6,1016.7,0.0,38.2,32.2,3.0,3.0,6.0,41.0,15.0,20.0,0.0,0,16.199999999999996,-9.0,-4.100000000000023,1,Summer
4.999999999999993,14.0,10.0,41.1,23.7,12,1009.3,1012.9,0.0,40.1,33.4,3.0,3.0,3.0,44.0,22.0,20.0,0.0,0,17.400000000000002,-9.000000000000007,-3.6000000000000227,1,Summer
6.0,13.0,10.0,42.5,25.8,12,1006.5,1010.3,0.0,41.0,33.2,5.0,6.0,4.0,52.0,17.0,28.0,0.0,0,16.7,-7.0,-3.7999999999999545,1,Summer
35.0,43.0,10.0,31.6,25.6,12,1009.5,1008.9,0.0,29.3,26.0,15.0,11.0,12.0,48.0,15.0,20.0,0.0,0,6.0,-8.0,0.6000000000000227,1,Summer
27.0,42.0,10.0,28.8,17.3,12,1014.0,1016.4,0.0,26.1,21.8,11.0,9.0,8.0,30.0,13.0,13.0,0.0,1,11.5,-15.0,-2.3999999999999773,1,Summer
87.0,94.0,10.0,20.6,15.5,12,1012.5,1016.4,8.4,20.0,15.7,0.0,2.0,1.0,20.0,9.0,6.0,1.0,1,5.100000000000001,-7.0,-3.8999999999999773,1,Summer
42.0,83.0,10.0,31.1,15.7,12,1009.8,1013.1,18.4,28.8,20.4,12.0,12.0,15.0,28.0,11.0,7.0,1.0,0,15.400000000000002,-41.0,-3.300000000000068,1,Summer
10.0,35.0,10.0,35.4,15.7,12,1006.7,1009.6,0.0,34.4,26.9,15.0,8.0,15.0,39.0,20.0,7.0,0.0,0,19.7,-25.0,-2.8999999999999773,1,Summer
4.999999999999993,15.000000000000007,10.0,39.4,19.6,12,1005.4,1007.8,0.0,37.0,28.8,13.0,1.0000000000000009,13.0,31.0,15.0,17.0,0.0,0,19.799999999999997,-10.000000000000014,-2.3999999999999773,1,Summer
7.0,17.999999999999993,10.0,32.8,20.7,12,1009.2,1010.4,0.0,31.4,22.0,8.0,10.0,11.0,43.0,20.0,28.0,0.0,0,12.099999999999998,-10.999999999999993,-1.1999999999999318,1,Summer
1.0,25.0,10.0,33.6,16.7,12,1010.2,1012.6,0.0,31.4,21.7,12.0,11.0,11.0,35.0,22.0,13.0,0.0,0,16.900000000000002,-24.0,-2.3999999999999773,1,Summer
4.0,7.0,10.0,35.2,17.5,12,1010.6,1012.6,0.0,33.4,27.0,8.0,10.0,11.0,39.0,19.0,13.0,0.0,0,17.700000000000003,-3.0,-2.0,1,Summer
2.0,17.999999999999993,10.0,38.3,18.5,1,1007.7,1010.9,0.0,37.5,27.4,7.0,1.0000000000000009,13.0,35.0,17.0,20.0,0.0,0,19.799999999999997,-15.999999999999993,-3.199999999999932,1,Summer
2.0,9.0,10.0,44.3,26.0,1,1002.2,1005.1,0.0,42.6,32.7,14.0,3.0,9.0,50.0,20.0,17.0,0.0,0,18.299999999999997,-7.0,-2.8999999999999773,1,Summer
15.0,23.0,10.0,41.0,26.7,1,996.5,998.4,0.0,39.8,33.0,12.0,5.0,15.0,57.0,22.0,17.0,0.0,0,14.3,-8.0,-1.8999999999999773,1,Summer
12.0,35.0,10.0,28.9,17.6,1,1006.9,1008.7,0.0,26.2,18.9,11.0,8.0,11.0,52.0,20.0,22.0,0.0,0,11.299999999999997,-23.0,-1.8000000000000682,1,Summer
11.0,24.0,10.0,33.0,16.6,1,1006.5,1009.6,0.0,30.3,24.0,13.0,9.0,15.0,39.0,17.0,15.0,0.0,0,16.4,-13.0,-3.1000000000000227,1,Summer
13.0,33.0,10.0,27.6,17.9,1,1013.2,1013.9,0.0,25.3,19.4,11.0,8.0,11.0,44.0,24.0,19.0,0.0,0,9.700000000000003,-20.0,-0.6999999999999318,1,Summer
6.0,29.0,10.0,29.2,14.3,1,1013.5,1017.0,0.0,27.0,17.8,8.0,10.0,10.0,39.0,20.0,20.0,0.0,0,14.899999999999999,-23.0,-3.5,1,Summer
21.000000000000004,46.0,10.0,34.4,17.6,1,1011.3,1014.1,0.0,32.0,23.1,1.0,1.0000000000000009,0.0,46.0,19.0,28.0,0.0,0,16.799999999999997,-24.999999999999996,-2.800000000000068,1,Summer
68.0,55.0,10.0,24.8,22.1,1,1017.1,1016.3,0.0,20.6,24.2,9.0,1.0000000000000009,9.0,54.0,30.0,28.0,0.0,1,2.6999999999999993,13.0,0.8000000000000682,1,Summer
34.0,57.0,10.0,32.8,17.2,1,1014.2,1016.7,3.8,31.2,23.1,5.0,1.0000000000000009,5.0,41.0,11.0,19.0,1.0,0,15.599999999999998,-23.0,-2.5,1,Summer
25.000000000000004,53.0,10.0,35.4,19.1,1,1014.2,1018.1,0.0,33.4,24.9,9.0,1.0000000000000009,11.0,35.0,7.000000000000002,19.0,0.0,0,16.299999999999997,-27.999999999999996,-3.8999999999999773,1,Summer
14.0,28.0,10.0,38.6,22.5,1,1012.2,1015.5,0.0,37.5,30.6,8.0,3.0,10.0,35.0,13.0,7.0,0.0,0,16.1,-14.0,-3.2999999999999545,1,Summer
13.0,27.0,10.0,40.4,25.699999999999996,1,1011.5,1014.5,0.0,39.2,29.9,10.0,1.0000000000000009,1.0,39.0,13.0,28.0,0.0,0,14.700000000000003,-14.0,-3.0,1,Summer
12.0,24.0,10.0,39.6,25.699999999999996,1,1013.8,1016.5,0.0,38.1,30.8,5.0,4.0,4.0,43.0,20.0,22.0,0.0,0,13.900000000000006,-12.0,-2.7000000000000455,1,Summer
15.0,24.0,10.0,39.2,25.6,1,1015.1,1018.1,0.0,37.2,30.6,6.0,5.0,5.0,39.0,11.0,26.0,0.0,0,13.600000000000001,-9.0,-3.0,1,Summer
13.0,20.0,10.0,40.0,25.8,1,1012.6,1016.4,0.0,39.2,31.700000000000003,0.0,3.0,16.0,42.2,15.0,17.0,0.0,0,14.2,-7.0,-3.7999999999999545,1,Summer
11.0,15.000000000000007,10.0,40.8,25.299999999999997,1,1008.7,1012.0,0.0,38.1,34.0,0.0,6.0,5.0,35.0,9.0,17.0,0.0,0,15.5,-4.000000000000007,-3.2999999999999545,1,Summer
9.0,21.0,10.0,41.9,27.6,1,1006.2,1009.4,0.0,40.9,32.6,12.0,3.0,1.0,52.0,15.0,13.0,0.0,0,14.299999999999997,-12.0,-3.199999999999932,1,Summer
10.0,17.999999999999993,10.0,41.6,24.2,1,1002.9,1006.2,0.3999999999999999,40.1,34.0,13.0,3.0,15.0,46.0,11.0,9.0,0.0,0,17.400000000000002,-7.999999999999993,-3.300000000000068,1,Summer
